Chamber,1,Data,File,,
C:\Users\UT,South,Western,MC\Documents\MED,Associates\MEDCMG\mouse,1
IR=,6,SD=,14.5,MP=,67.37
9/14/23,8:48:26,AM,,,
Time,Motion,Scale,Vol,Vol,Pressure
156.75,0,-0.004,13.4,13.4,12.7
157,0,-0.004,13.4,13.4,12.2
157.25,0,-0.004,13.5,13.5,12.4
157.5,0,-0.004,13.5,13.5,12.6
157.75,0,-0.004,13.5,13.5,12.2
158,0,-0.004,13.5,13.5,10.4
158.25,0,-0.004,13.6,13.6,9.7
158.5,0,-0.004,13.6,13.6,9.2
158.75,0,-0.004,13.6,13.6,9.4
159,0,-0.005,13.6,13.6,9.6
159.25,0,-0.005,13.7,13.7,9.9
159.5,0,-0.005,13.7,13.7,10
159.75,0,-0.005,13.7,13.7,10.2
160,0,-0.005,13.7,13.7,10.4
160.25,0,-0.005,13.8,13.8,10.5
160.5,0,-0.005,13.8,13.8,10.8
160.75,0,-0.005,13.8,13.8,10.9
161,0,-0.005,13.8,13.8,11.2
161.25,0,-0.005,13.9,13.9,11.3
161.5,0,-0.005,13.9,13.9,11.5
161.75,0,-0.005,13.9,13.9,11.7
162,0,-0.005,13.9,13.9,11.8
162.25,0,-0.005,14,14,12.1
162.5,0,-0.006,14,14,12.2
162.75,0,-0.006,14,14,12.4
163,0,-0.006,14,14,12.5
163.25,0,-0.006,14.1,14.1,12.5
163.5,0,-0.006,14.1,14.1,12.3
163.75,0,-0.006,14.1,14.1,12.7
164,0,-0.006,14.1,14.1,12.8
164.25,0,-0.006,14.2,14.2,13
164.5,0,-0.006,14.2,14.2,13.1
164.75,0,-0.006,14.2,14.2,13.2
165,0,-0.006,14.2,14.2,10.7
165.25,0,-0.006,14.3,14.3,10.9
165.5,0,-0.006,14.3,14.3,11.2
165.75,0,-0.006,14.3,14.3,11.3
166,0,-0.006,14.3,14.3,11.5
166.25,0,-0.006,14.4,14.4,11.6
166.5,0,-0.006,14.4,14.4,11.8
166.75,0,-0.006,14.4,14.4,12
167,0,-0.006,14.4,14.4,12.2
167.25,0,-0.006,14.5,14.5,12.3
167.5,0,-0.006,14.5,14.5,12.5
167.75,0,-0.006,14.5,14.5,12.7
168,0,-0.006,14.5,14.5,12.8
168.25,0,-0.006,14.6,14.6,13.1
168.5,0,-0.006,14.6,14.6,13.2
168.75,0,-0.006,14.6,14.6,12.7
169,0,-0.006,14.6,14.6,13.1
169.25,0,-0.006,14.7,14.7,13.2
169.5,0,-0.006,14.7,14.7,13.4
169.75,0,-0.006,14.7,14.7,13.8
170,0,-0.006,14.7,14.7,13.8
170.25,0,-0.006,14.8,14.8,13.8
170.5,0,-0.006,14.8,14.8,12.8
170.75,0,-0.006,14.8,14.8,11
171,0,-0.006,14.8,14.8,10.4
171.25,0,-0.006,14.9,14.9,9.9
171.5,0,-0.006,14.9,14.9,9.6
171.75,0,-0.006,14.9,14.9,9.4
172,0,-0.006,14.9,14.9,9.3
172.25,0,-0.006,15,15,9.6
172.5,0,-0.006,15,15,9.9
172.75,0,-0.006,15,15,9.9
173,0,-0.006,15,15,10.2
173.25,0,-0.006,15.1,15.1,10.4
173.5,0,-0.006,15.1,15.1,10.6
173.75,0,-0.006,15.1,15.1,10.8
174,0,-0.006,15.1,15.1,11
174.25,0,-0.006,15.2,15.2,11.2
174.5,0,-0.006,15.2,15.2,11.3
174.75,0,-0.006,15.2,15.2,11.6
175,0,-0.006,15.2,15.2,11.8
175.25,0,-0.006,15.3,15.3,12
175.5,0,-0.006,15.3,15.3,12.2
175.75,0,-0.006,15.3,15.3,12.3
176,0,-0.006,15.3,15.3,12.5
176.25,0,-0.006,15.4,15.4,12.7
176.5,0,-0.006,15.4,15.4,12.9
176.75,0,-0.007,15.4,15.4,13.1
177,0,-0.007,15.4,15.4,13.3
177.25,0,-0.007,15.5,15.5,13.5
177.5,0,-0.007,15.5,15.5,12.9
177.75,0,-0.007,15.5,15.5,12.9
178,0,-0.007,15.5,15.5,12.6
178.25,0,-0.007,15.6,15.6,10.9
178.5,0,-0.007,15.6,15.6,10.3
178.75,0,-0.007,15.6,15.6,10.8
179,0,-0.007,15.6,15.6,11.1
179.25,0,-0.007,15.7,15.7,11.2
179.5,0,-0.007,15.7,15.7,11.5
179.75,0,-0.007,15.7,15.7,11.6
180,0,-0.007,15.7,15.7,11.8
180.25,0,-0.007,15.8,15.8,12
180.5,0,-0.007,15.8,15.8,12.2
180.75,0,-0.006,15.8,15.8,12.4
181,0,-0.006,15.8,15.8,12.5
181.25,0,-0.006,15.9,15.9,12.4
181.5,0,-0.006,15.9,15.9,11.6
181.75,0,-0.006,15.9,15.9,10.3
182,0,-0.006,15.9,15.9,9.8
182.25,0,-0.006,16,16,9
182.5,0,-0.006,16,16,8.6
182.75,0,-0.006,16,16,8.5
183,0,-0.006,16,16,8.2
183.25,0,-0.006,16.1,16.1,8
183.5,0,-0.006,16.1,16.1,7.6
183.75,0,-0.006,16.1,16.1,7.3
184,0,-0.006,16.1,16.1,7.1
184.25,0,-0.006,16.2,16.2,6.9
184.5,0,-0.006,16.2,16.2,6.6
184.75,0,-0.006,16.2,16.2,6.5
185,0,-0.006,16.2,16.2,6.3
185.25,0,-0.006,16.3,16.3,6.3
185.5,0,-0.006,16.3,16.3,6
185.75,0,-0.006,16.3,16.3,5.9
186,0,-0.006,16.3,16.3,5.9
186.25,0,-0.006,16.4,16.4,6.1
186.5,0,-0.006,16.4,16.4,6.5
186.75,0,-0.006,16.4,16.4,6.7
187,0,-0.006,16.4,16.4,6.9
187.25,0,-0.006,16.5,16.5,7.1
187.5,0,-0.006,16.5,16.5,7.3
187.75,0,-0.006,16.5,16.5,7.5
188,0,-0.006,16.5,16.5,7.7
188.25,0,-0.006,16.6,16.6,7.9
188.5,0,-0.006,16.6,16.6,8
188.75,0,-0.006,16.6,16.6,7.9
189,0,-0.006,16.6,16.6,7.9
189.25,0,-0.006,16.7,16.7,7.9
189.5,0,-0.006,16.7,16.7,8
189.75,0,-0.006,16.7,16.7,7.9
190,0,-0.006,16.7,16.7,7.9
190.25,0,-0.006,16.8,16.8,7.9
190.5,0,-0.006,16.8,16.8,7.9
190.75,0,-0.006,16.8,16.8,7.9
191,0,-0.006,16.8,16.8,7.8
191.25,0,-0.006,16.9,16.9,7.6
191.5,0,-0.006,16.9,16.9,7.6
191.75,0,-0.006,16.9,16.9,7.6
192,0,-0.006,16.9,16.9,7.6
192.25,0,-0.006,17,17,7.6
192.5,0,-0.006,17,17,7.6
192.75,0,-0.006,17,17,7.5
193,0,-0.006,17,17,7.2
193.25,0,-0.007,17.1,17.1,7.2
193.5,0,-0.007,17.1,17.1,7.2
193.75,0,-0.007,17.1,17.1,7.2
194,0,-0.007,17.1,17.1,7.2
194.25,0,-0.007,17.2,17.2,7.2
194.5,0,-0.007,17.2,17.2,7.2
194.75,0,-0.007,17.2,17.2,7.4
195,0,-0.007,17.2,17.2,7.7
195.25,0,-0.007,17.3,17.3,7.9
195.5,0,-0.007,17.3,17.3,8.2
195.75,0,-0.007,17.3,17.3,8.4
196,0,-0.007,17.3,17.3,8.6
196.25,0,-0.007,17.4,17.4,8.6
196.5,0,-0.007,17.4,17.4,8.6
196.75,0,-0.007,17.4,17.4,8.6
197,0,-0.007,17.4,17.4,8.7
197.25,0,-0.007,17.5,17.5,8.9
197.5,0,-0.007,17.5,17.5,8.9
197.75,0,-0.007,17.5,17.5,8.9
198,0,-0.007,17.5,17.5,8.8
198.25,0,-0.007,17.6,17.6,8.9
198.5,0,-0.007,17.6,17.6,8.8
198.75,0,-0.007,17.6,17.6,8.6
199,0,-0.007,17.6,17.6,8.6
199.25,0,-0.007,17.7,17.7,8.6
199.5,0,-0.007,17.7,17.7,8.6
199.75,0,-0.007,17.7,17.7,8.4
200,0,-0.007,17.7,17.7,8.4
200.25,0,-0.007,17.8,17.8,8.3
200.5,0,-0.007,17.8,17.8,8.3
200.75,0,-0.008,17.8,17.8,8.2
201,0,-0.008,17.8,17.8,8.2
201.25,0,-0.008,17.9,17.9,8.2
201.5,0,-0.008,17.9,17.9,8.2
201.75,0,-0.008,17.9,17.9,8.2
202,0,-0.008,17.9,17.9,8.2
202.25,0,-0.008,18,18,8.2
202.5,0,-0.008,18,18,8.2
202.75,0,-0.008,18,18,8.2
203,0,-0.008,18,18,8.2
203.25,0,-0.008,18.1,18.1,8.2
203.5,0,-0.008,18.1,18.1,8.2
203.75,0,-0.008,18.1,18.1,8.2
204,0,-0.008,18.1,18.1,8.3
204.25,0,-0.008,18.2,18.2,8.3
204.5,0,-0.008,18.2,18.2,8.2
204.75,0,-0.008,18.2,18.2,8.2
205,0,-0.008,18.2,18.2,8.2
205.25,0,-0.008,18.3,18.3,8.3
205.5,0,-0.008,18.3,18.3,8.3
205.75,0,-0.008,18.3,18.3,8.5
206,0,-0.008,18.3,18.3,8.6
206.25,0,-0.008,18.4,18.4,8.6
206.5,0,-0.008,18.4,18.4,8.6
206.75,0,-0.008,18.4,18.4,8.6
207,0,-0.008,18.4,18.4,8.6
207.25,0,-0.008,18.5,18.5,8.6
207.5,0,-0.008,18.5,18.5,8.6
207.75,0,-0.008,18.5,18.5,8.6
208,0,-0.008,18.5,18.5,8.6
208.25,0,-0.008,18.6,18.6,8.6
208.5,0,-0.008,18.6,18.6,8.6
208.75,0,-0.008,18.6,18.6,8.6
209,0,-0.008,18.6,18.6,8.6
209.25,0,-0.008,18.7,18.7,8.9
209.5,0,-0.008,18.7,18.7,9.1
209.75,0,-0.008,18.7,18.7,9.3
210,0,-0.008,18.7,18.7,9.5
210.25,0,-0.008,18.8,18.8,9.8
210.5,0,-0.008,18.8,18.8,10
210.75,0,-0.008,18.8,18.8,10.2
211,0,-0.008,18.8,18.8,10.3
211.25,0,-0.008,18.8,18.8,10.3
211.5,0,-0.008,18.9,18.9,10.2
211.75,0,-0.008,18.9,18.9,10.2
212,0,-0.008,18.9,18.9,10.4
212.25,0,-0.008,18.9,18.9,10.5
212.5,0,-0.008,19,19,10.5
212.75,0,-0.008,19,19,10.8
213,0,-0.008,19,19,10.7
213.25,0,-0.008,19,19,10.5
213.5,0,-0.008,19.1,19.1,10.5
213.75,0,-0.008,19.1,19.1,10.5
214,0,-0.008,19.1,19.1,10.5
214.25,0,-0.008,19.1,19.1,10.5
214.5,0,-0.008,19.2,19.2,10.2
214.75,0,-0.008,19.2,19.2,10.2
215,0,-0.008,19.2,19.2,10.2
215.25,0,-0.008,19.2,19.2,10.2
215.5,0,-0.008,19.3,19.3,10.2
215.75,0,-0.008,19.3,19.3,10
216,0,-0.008,19.3,19.3,9.9
216.25,0,-0.008,19.3,19.3,9.9
216.5,0,-0.008,19.4,19.4,9.7
216.75,0,-0.008,19.4,19.4,9.6
217,0,-0.008,19.4,19.4,9.5
217.25,0,-0.008,19.4,19.4,9.5
217.5,0,-0.008,19.5,19.5,9.5
217.75,0,-0.008,19.5,19.5,9.5
218,0,-0.008,19.5,19.5,9.4
218.25,0,-0.008,19.5,19.5,9.5
218.5,0,-0.008,19.6,19.6,9.4
218.75,0,-0.008,19.6,19.6,9.2
219,0,-0.008,19.6,19.6,9.2
219.25,0,-0.008,19.6,19.6,9.2
219.5,0,-0.008,19.7,19.7,9
219.75,0,-0.008,19.7,19.7,8.9
220,0,-0.008,19.7,19.7,8.9
220.25,0,-0.008,19.7,19.7,8.9
220.5,0,-0.008,19.8,19.8,8.9
220.75,0,-0.008,19.8,19.8,8.8
221,0,-0.008,19.8,19.8,8.6
221.25,0,-0.008,19.8,19.8,8.6
221.5,0,-0.008,19.9,19.9,8.6
221.75,0,-0.008,19.9,19.9,8.6
222,0,-0.008,19.9,19.9,8.6
222.25,0,-0.008,19.9,19.9,8.6
222.5,0,-0.008,20,20,8.4
222.75,0,-0.008,20,20,8.3
223,0,-0.008,20,20,8.2
223.25,0,-0.008,20,20,8.2
223.5,0,-0.008,20.1,20.1,8.2
223.75,0,-0.008,20.1,20.1,8.2
224,0,-0.008,20.1,20.1,8.2
224.25,0,-0.009,20.1,20.1,8.2
224.5,0,-0.009,20.2,20.2,8.2
224.75,0,-0.009,20.2,20.2,8.2
225,0,-0.009,20.2,20.2,8.2
225.25,0,-0.009,20.2,20.2,8.2
225.5,0,-0.009,20.3,20.3,8.2
225.75,0,-0.009,20.3,20.3,8.2
226,0,-0.009,20.3,20.3,8.2
226.25,0,-0.009,20.3,20.3,8.2
226.5,0,-0.009,20.4,20.4,8.2
226.75,0,-0.009,20.4,20.4,8.2
227,0,-0.009,20.4,20.4,8.3
227.25,0,-0.009,20.4,20.4,8.2
227.5,0,-0.009,20.5,20.5,8.3
227.75,0,-0.009,20.5,20.5,8.4
228,0,-0.009,20.5,20.5,8.3
228.25,0,-0.009,20.5,20.5,8.2
228.5,0,-0.009,20.6,20.6,8.3
228.75,0,-0.009,20.6,20.6,8.3
229,0,-0.009,20.6,20.6,8.3
229.25,0,-0.009,20.6,20.6,8.3
229.5,0,-0.009,20.7,20.7,8.3
229.75,0,-0.009,20.7,20.7,8.5
230,0,-0.009,20.7,20.7,8.6
230.25,0,-0.009,20.7,20.7,8.6
230.5,0,-0.009,20.8,20.8,8.6
230.75,0,-0.009,20.8,20.8,8.6
231,0,-0.009,20.8,20.8,8.6
231.25,0,-0.009,20.8,20.8,8.6
231.5,0,-0.009,20.9,20.9,8.6
231.75,0,-0.009,20.9,20.9,8.6
232,0,-0.009,20.9,20.9,8.6
232.25,0,-0.009,20.9,20.9,8.6
232.5,0,-0.009,21,21,8.7
232.75,0,-0.009,21,21,8.8
233,0,-0.009,21,21,8.8
233.25,0,-0.009,21,21,8.8
233.5,0,-0.009,21.1,21.1,8.9
233.75,0,-0.009,21.1,21.1,9
234,0,-0.009,21.1,21.1,9
234.25,0,-0.009,21.1,21.1,9
234.5,0,-0.009,21.2,21.2,9
234.75,0,-0.009,21.2,21.2,9.1
235,0,-0.009,21.2,21.2,9.2
235.25,0,-0.009,21.2,21.2,9.2
235.5,0,-0.009,21.3,21.3,9.2
235.75,0,-0.009,21.3,21.3,9.2
236,0,-0.009,21.3,21.3,9.2
236.25,0,-0.009,21.3,21.3,9.2
236.5,0,-0.009,21.4,21.4,9.2
236.75,0,-0.009,21.4,21.4,9.5
237,0,-0.009,21.4,21.4,9.5
237.25,0,-0.009,21.4,21.4,9.5
237.5,0,-0.009,21.5,21.5,9.5
237.75,0,-0.009,21.5,21.5,9.5
238,0,-0.009,21.5,21.5,9.5
238.25,0,-0.009,21.5,21.5,9.5
238.5,0,-0.009,21.6,21.6,9.6
238.75,0,-0.009,21.6,21.6,9.8
239,0,-0.009,21.6,21.6,9.8
239.25,0,-0.009,21.6,21.6,9.9
239.5,0,-0.009,21.7,21.7,9.9
239.75,0,-0.009,21.7,21.7,9.9
240,0,-0.009,21.7,21.7,9.9
240.25,0,-0.009,21.7,21.7,9.9
240.5,0,-0.009,21.8,21.8,9.9
240.75,0,-0.009,21.8,21.8,10
241,0,-0.009,21.8,21.8,10.1
241.25,0,-0.009,21.8,21.8,10.2
241.5,0,-0.009,21.9,21.9,10.2
241.75,0,-0.009,21.9,21.9,10.2
242,0,-0.009,21.9,21.9,10.2
242.25,0,-0.009,21.9,21.9,10.2
242.5,0,-0.009,22,22,10.2
242.75,0,-0.009,22,22,10.2
243,0,-0.009,22,22,10.2
243.25,0,-0.009,22,22,10.2
243.5,0,-0.009,22.1,22.1,10.2
243.75,0,-0.009,22.1,22.1,10.2
244,0,-0.009,22.1,22.1,10.2
244.25,0,-0.009,22.1,22.1,10.2
244.5,0,-0.009,22.2,22.2,10.2
244.75,0,-0.009,22.2,22.2,10.2
245,0,-0.009,22.2,22.2,10.2
245.25,0,-0.009,22.2,22.2,10.4
245.5,0,-0.009,22.3,22.3,10.5
245.75,0,-0.009,22.3,22.3,10.5
246,0,-0.009,22.3,22.3,10.5
246.25,0,-0.009,22.3,22.3,10.5
246.5,0,-0.009,22.4,22.4,10.5
246.75,0,-0.009,22.4,22.4,10.5
247,0,-0.009,22.4,22.4,10.5
247.25,0,-0.009,22.4,22.4,10.5
247.5,0,-0.009,22.5,22.5,10.5
247.75,0,-0.009,22.5,22.5,10.5
248,0,-0.009,22.5,22.5,10.5
248.25,0,-0.009,22.5,22.5,10.5
248.5,0,-0.009,22.6,22.6,10.5
248.75,0,-0.009,22.6,22.6,10.5
249,0,-0.009,22.6,22.6,10.5
249.25,0,-0.009,22.6,22.6,10.5
249.5,0,-0.009,22.7,22.7,10.5
249.75,0,-0.009,22.7,22.7,10.5
250,0,-0.009,22.7,22.7,10.5
250.25,0,-0.009,22.7,22.7,10.5
250.5,0,-0.009,22.8,22.8,10.5
250.75,0,-0.009,22.8,22.8,10.5
251,0,-0.009,22.8,22.8,10.4
251.25,0,-0.009,22.8,22.8,10.3
251.5,0,-0.009,22.9,22.9,10.2
251.75,0,-0.009,22.9,22.9,10.2
252,0,-0.009,22.9,22.9,10.2
252.25,0,-0.009,22.9,22.9,10.2
252.5,0,-0.009,23,23,10.2
252.75,0,-0.009,23,23,10.2
253,0,-0.009,23,23,10.2
253.25,0,-0.009,23,23,10.1
253.5,0,-0.009,23.1,23.1,10
253.75,0,-0.009,23.1,23.1,9.9
254,0,-0.009,23.1,23.1,9.9
254.25,0,-0.009,23.1,23.1,9.9
254.5,0,-0.009,23.2,23.2,9.9
254.75,0,-0.009,23.2,23.2,9.9
255,0,-0.009,23.2,23.2,9.9
255.25,0,-0.009,23.2,23.2,9.9
255.5,0,-0.009,23.3,23.3,9.9
255.75,0,-0.009,23.3,23.3,9.9
256,0,-0.009,23.3,23.3,9.9
256.25,0,-0.009,23.3,23.3,9.9
256.5,0,-0.009,23.4,23.4,9.7
256.75,0,-0.009,23.4,23.4,9.7
257,0,-0.009,23.4,23.4,9.6
257.25,0,-0.009,23.4,23.4,9.6
257.5,0,-0.009,23.5,23.5,9.5
257.75,0,-0.009,23.5,23.5,9.5
258,0,-0.009,23.5,23.5,9.5
258.25,0,-0.009,23.5,23.5,9.4
258.5,0,-0.009,23.6,23.6,9.3
258.75,0,-0.009,23.6,23.6,9.2
259,0,-0.01,23.6,23.6,9.2
259.25,0,-0.01,23.6,23.6,9.2
259.5,0,-0.01,23.7,23.7,9.2
259.75,0,-0.009,23.7,23.7,9.2
260,0,-0.009,23.7,23.7,9.2
260.25,0,-0.009,23.7,23.7,9.1
260.5,0,-0.009,23.8,23.8,9.1
260.75,0,-0.009,23.8,23.8,9
261,0,-0.009,23.8,23.8,8.9
261.25,0,-0.009,23.8,23.8,8.9
261.5,0,-0.009,23.9,23.9,8.9
261.75,0,-0.009,23.9,23.9,8.9
262,0,-0.009,23.9,23.9,8.8
262.25,0,-0.009,23.9,23.9,8.6
262.5,0,-0.009,24,24,8.6
262.75,0,-0.009,24,24,8.6
263,0,-0.009,24,24,8.6
263.25,0,-0.009,24,24,8.6
263.5,0,-0.009,24.1,24.1,8.6
263.75,0,-0.009,24.1,24.1,8.6
264,0,-0.009,24.1,24.1,8.6
264.25,0,-0.009,24.1,24.1,8.5
264.5,0,-0.009,24.2,24.2,8.4
264.75,0,-0.009,24.2,24.2,8.3
265,0,-0.009,24.2,24.2,8.2
265.25,0,-0.009,24.2,24.2,8.2
265.5,0,-0.009,24.3,24.3,8.2
265.75,0,-0.009,24.3,24.3,8.2
266,0,-0.009,24.3,24.3,8.2
266.25,0,-0.009,24.3,24.3,8.2
266.5,0,-0.009,24.4,24.4,8.2
266.75,0,-0.01,24.4,24.4,8.2
267,0,-0.01,24.4,24.4,8.2
267.25,0,-0.01,24.4,24.4,8.2
267.5,0,-0.01,24.5,24.5,8.2
267.75,0,-0.01,24.5,24.5,8.2
268,0,-0.01,24.5,24.5,8.2
268.25,0,-0.01,24.5,24.5,8.2
268.5,0,-0.01,24.6,24.6,8.2
268.75,0,-0.01,24.6,24.6,8.2
269,0,-0.01,24.6,24.6,8.2
269.25,0,-0.01,24.6,24.6,8.2
269.5,0,-0.01,24.7,24.7,8.2
269.75,0,-0.01,24.7,24.7,8.2
270,0,-0.01,24.7,24.7,8.2
270.25,0,-0.01,24.7,24.7,8.2
270.5,0,-0.01,24.8,24.8,8.2
270.75,0,-0.01,24.8,24.8,8.2
271,0,-0.01,24.8,24.8,8.2
271.25,0,-0.01,24.8,24.8,8.2
271.5,0,-0.01,24.9,24.9,8.2
271.75,0,-0.01,24.9,24.9,8.2
272,0,-0.01,24.9,24.9,8.1
272.25,0,-0.01,24.9,24.9,8.1
272.5,0,-0.01,25,25,8
272.75,0,-0.01,25,25,7.9
273,0,-0.01,25,25,8.1
273.25,0,-0.01,25,25,8
273.5,0,-0.01,25.1,25.1,7.9
273.75,0,-0.01,25.1,25.1,7.9
274,0,-0.01,25.1,25.1,7.9
274.25,0,-0.01,25.1,25.1,7.9
274.5,0,-0.01,25.2,25.2,7.9
274.75,0,-0.01,25.2,25.2,7.9
275,0,-0.01,25.2,25.2,7.8
275.25,0,-0.01,25.2,25.2,7.7
275.5,0,-0.01,25.3,25.3,7.6
275.75,0,-0.01,25.3,25.3,7.6
276,0,-0.01,25.3,25.3,7.6
276.25,0,-0.01,25.3,25.3,7.6
276.5,0,-0.01,25.4,25.4,7.6
276.75,0,-0.01,25.4,25.4,7.5
277,0,-0.01,25.4,25.4,7.4
277.25,0,-0.01,25.4,25.4,7.3
277.5,0,-0.01,25.5,25.5,7.3
277.75,0,-0.01,25.5,25.5,7.2
278,0,-0.01,25.5,25.5,7.2
278.25,0,-0.01,25.5,25.5,7.2
278.5,0,-0.01,25.6,25.6,7.2
278.75,0,-0.01,25.6,25.6,7.1
279,0,-0.01,25.6,25.6,7
279.25,0,-0.01,25.6,25.6,7
279.5,0,-0.01,25.7,25.7,6.9
279.75,0,-0.01,25.7,25.7,6.9
280,0,-0.01,25.7,25.7,6.9
280.25,0,-0.01,25.7,25.7,6.9
280.5,0,-0.01,25.8,25.8,6.9
280.75,0,-0.01,25.8,25.8,6.9
281,0,-0.01,25.8,25.8,6.9
281.25,0,-0.01,25.8,25.8,6.9
281.5,0,-0.01,25.9,25.9,6.9
281.75,0,-0.01,25.9,25.9,6.9
282,0,-0.01,25.9,25.9,6.9
282.25,0,-0.01,25.9,25.9,7
282.5,0,-0.01,26,26,7.1
282.75,0,-0.01,26,26,7.2
283,0,-0.01,26,26,7.2
283.25,0,-0.01,26,26,7.2
283.5,0,-0.01,26.1,26.1,7.2
283.75,0,-0.01,26.1,26.1,7.2
284,0,-0.01,26.1,26.1,7.2
284.25,0,-0.01,26.1,26.1,7.2
284.5,0,-0.01,26.2,26.2,7.2
284.75,0,-0.01,26.2,26.2,7.5
285,0,-0.01,26.2,26.2,7.6
285.25,0,-0.01,26.2,26.2,7.6
285.5,0,-0.01,26.3,26.3,7.6
285.75,0,-0.01,26.3,26.3,7.6
286,0,-0.01,26.3,26.3,7.6
286.25,0,-0.01,26.3,26.3,7.8
286.5,0,-0.01,26.4,26.4,7.9
286.75,0,-0.01,26.4,26.4,7.8
287,0,-0.01,26.4,26.4,7.6
287.25,0,-0.01,26.4,26.4,7.6
287.5,0,-0.01,26.5,26.5,7.6
287.75,0,-0.01,26.5,26.5,7.6
288,0,-0.01,26.5,26.5,7.6
288.25,0,-0.01,26.5,26.5,7.5
288.5,0,-0.01,26.6,26.6,7.5
288.75,0,-0.01,26.6,26.6,7.3
289,0,-0.01,26.6,26.6,7.3
289.25,0,-0.011,26.6,26.6,7.2
289.5,0,-0.011,26.7,26.7,7.2
289.75,0,-0.011,26.7,26.7,7.2
290,0,-0.011,26.7,26.7,7.2
290.25,0,-0.011,26.7,26.7,7
290.5,0,-0.011,26.8,26.8,6.9
290.75,0,-0.011,26.8,26.8,6.9
291,0,-0.011,26.8,26.8,6.9
291.25,0,-0.011,26.8,26.8,6.9
291.5,0,-0.011,26.9,26.9,6.9
291.75,0,-0.011,26.9,26.9,6.9
292,0,-0.011,26.9,26.9,6.8
292.25,0,-0.011,26.9,26.9,6.6
292.5,0,-0.011,27,27,6.6
292.75,0,-0.011,27,27,6.6
293,0,-0.011,27,27,6.6
293.25,0,-0.011,27,27,6.6
293.5,0,-0.011,27.1,27.1,6.6
293.75,0,-0.011,27.1,27.1,6.5
294,0,-0.011,27.1,27.1,6.5
294.25,0,-0.011,27.1,27.1,6.3
294.5,0,-0.011,27.2,27.2,6.3
294.75,0,-0.011,27.2,27.2,6.3
295,0,-0.011,27.2,27.2,6.3
295.25,0,-0.011,27.2,27.2,6.3
295.5,0,-0.011,27.3,27.3,6.3
295.75,0,-0.011,27.3,27.3,6.3
296,0,-0.011,27.3,27.3,6.3
296.25,0,-0.011,27.3,27.3,6.3
296.5,0,-0.011,27.4,27.4,6.3
296.75,0,-0.011,27.4,27.4,6.3
297,0,-0.011,27.4,27.4,6.5
297.25,0,-0.011,27.4,27.4,6.6
297.5,0,-0.011,27.5,27.5,6.6
297.75,0,-0.011,27.5,27.5,6.7
298,0,-0.011,27.5,27.5,6.9
298.25,0,-0.011,27.5,27.5,6.9
298.5,0,-0.011,27.6,27.6,7.2
298.75,0,-0.011,27.6,27.6,7.2
299,0,-0.011,27.6,27.6,7.4
299.25,0,-0.011,27.6,27.6,7.6
299.5,0,-0.011,27.7,27.7,7.8
299.75,0,-0.011,27.7,27.7,7.9
300,0,-0.011,27.7,27.7,8.2
300.25,0,-0.011,27.7,27.7,8.2
300.5,0,-0.011,27.8,27.8,8.5
300.75,0,-0.011,27.8,27.8,8.6
301,0,-0.011,27.8,27.8,8.7
301.25,0,-0.011,27.8,27.8,8.9
301.5,0,-0.011,27.9,27.9,8.9
301.75,0,-0.011,27.9,27.9,8.9
302,0,-0.011,27.9,27.9,8.9
302.25,0,-0.011,27.9,27.9,9.2
302.5,0,-0.011,28,28,9.2
302.75,0,-0.011,28,28,9.4
303,0,-0.011,28,28,9.5
303.25,0,-0.011,28,28,9.5
303.5,0,-0.011,28.1,28.1,9.5
303.75,0,-0.011,28.1,28.1,9.5
304,0,-0.011,28.1,28.1,9.6
304.25,0,-0.011,28.1,28.1,9.8
304.5,0,-0.011,28.2,28.2,9.9
304.75,0,-0.011,28.2,28.2,9.9
305,0,-0.011,28.2,28.2,9.9
305.25,0,-0.011,28.2,28.2,9.9
305.5,0,-0.011,28.3,28.3,9.9
305.75,0,-0.011,28.3,28.3,9.9
306,0,-0.011,28.3,28.3,9.9
306.25,0,-0.011,28.3,28.3,9.9
306.5,0,-0.011,28.4,28.4,9.9
306.75,0,-0.011,28.4,28.4,9.9
307,0,-0.011,28.4,28.4,9.9
307.25,0,-0.011,28.4,28.4,9.9
307.5,0,-0.011,28.5,28.5,10.1
307.75,0,-0.011,28.5,28.5,10.1
308,0,-0.011,28.5,28.5,10.1
308.25,0,-0.011,28.5,28.5,10
308.5,0,-0.011,28.6,28.6,10.2
308.75,0,-0.011,28.6,28.6,10.2
309,0,-0.011,28.6,28.6,10.2
309.25,0,-0.011,28.6,28.6,10.2
309.5,0,-0.011,28.7,28.7,10.2
309.75,0,-0.011,28.7,28.7,10.2
310,0,-0.011,28.7,28.7,10.2
310.25,0,-0.011,28.7,28.7,10.2
310.5,0,-0.011,28.8,28.8,10.2
310.75,0,-0.011,28.8,28.8,10.2
311,0,-0.011,28.8,28.8,10.2
311.25,0,-0.011,28.8,28.8,10.2
311.5,0,-0.011,28.9,28.9,10.3
311.75,0,-0.011,28.9,28.9,10.4
312,0,-0.011,28.9,28.9,10.3
312.25,0,-0.011,28.9,28.9,10.2
312.5,0,-0.011,29,29,10.3
312.75,0,-0.011,29,29,10.3
313,0,-0.011,29,29,10.3
313.25,0,-0.011,29,29,10.3
313.5,0,-0.011,29.1,29.1,10.3
313.75,0,-0.011,29.1,29.1,10.2
314,0,-0.011,29.1,29.1,10.2
